echid.png
0	1000100
231	11111110
8	11111101
24	11111100
207	11111011
16	11111010
223	11111001
247	11111000
251	11110111
239	11110110
82	11110101
99	11110100
199	11110011
235	11110010
243	11110001
215	11110000
1	11101111
74	11101110
56	11101101
158	11101100
73	11101011
191	11101010
32	11101001
128	11101000
198	11100111
227	11100110
173	11100101
253	11100100
142	11100011
165	11100010
140	11100001
190	11100000
255	11011111
148	11011110
4	11011101
181	11011100
2	11011011
254	11011010
219	11011001
40	11011000
127	11010111
113	11010101
125	11010110
28	11010100
132	11010011
36	11010010
60	11010001
20	11010000
245	11001111
159	11001110
192	11001101
115	11001100
126	11001011
12	11001010
237	11001001
33	11001000
48	11000111
175	11000110
252	11000101
63	11000100
248	11000011
41	11000010
187	11000001
49	11000000
66	10111111
121	10111110
123	10111101
249	10111100
179	10111011
146	10111010
221	10111001
214	10111000
203	10110111
246	10110110
189	10110101
90	10110100
44	10110011
103	10110010
95	10110001
107	10110000
206	10101111
211	10101110
250	10101101
97	10101100
183	10101010
62	10101011
31	10101001
64	10101000
156	10100111
240	10100110
65	10100101
149	10100100
72	10100010
124	10100011
177	10100001
224	10100000
118	10011111
150	10011110
109	10011101
101	10011100
3	10011011
102	10011010
96	10011001
164	10011000
94	10010111
108	10010110
182	10010101
174	10010100
185	10010011
89	10010010
7	10010001
68	10010000
217	10001111
52	10001101
241	10001110
54	10001100
153	10001011
57	10001010
141	10000111
105	10000110
233	10000101
81	10000100
171	10000011
117	10000010
222	10000001
92	10000000
88	01111111
204	01111110
15	01111101
147	01111100
58	01111010
138	01111011
86	01111001
122	01111000
151	01110111
218	01110110
210	01110101
119	01110100
238	01110011
129	01110010
157	01110001
195	01110000
61	01101111
194	01101110
230	01101101
51	01101100
143	01101011
18	01101010
112	01101001
163	01101000
137	01100111
155	01100110
244	01100101
169	01100011
229	01100100
50	01100010
213	01100001
205	01100000
131	01011111
104	01011110
34	01011101
47	01011100
111	01011011
17	01011010
130	01011001
167	01011000
236	01010111
172	01010110
178	01010101
27	01010100
110	01010011
6	01010010
197	01010001
154	01010000
242	01001111
5	01001110
25	01001101
180	01001100
135	01001011
134	01001010
11	01001001
30	01001000
166	01000111
186	01000110
59	01000101
79	01000100
46	01000011
93	01000010
216	01000001
70	01000000
133	00111111
23	00111110
225	00111101
144	00111100
39	00111011
55	00111010
38	00111001
120	00110111
78	00111000
35	00110110
226	00110101
77	00110100
84	00110011
71	00110010
116	00110001
37	00110000
184	00101111
69	00101110
193	00101101
202	00101100
162	00101011
9	00101010
152	00101001
10	00101000
106	00100111
29	00100110
98	00100101
188	00100100
75	00100011
76	00100010
176	00100001
42	00100000
209	00011111
208	00011110
196	00011101
145	00011100
160	00011011
14	00011010
22	00011001
43	00011000
136	00010111
91	00010110
220	00010101
26	00010100
19	00010011
139	00010010
161	00010001
87	00010000
201	00001111
67	00001110
83	00001101
114	00001100
100	00001011
200	00001010
80	00001001
228	00001000
232	00000111
45	00000110
234	00000101
53	00000100
21	00000011
13	00000010
212	00000001
85	00000000
168	111111111
170	111111110
