Momar.jpg
0	1111001
36	0001000
146	0000000
140	11111110
35	11111101
199	11111100
142	11111010
227	11111001
28	11111000
73	11110111
7	11110101
158	11110100
145	11110001
57	11110000
231	11101111
72	11101110
24	11101101
25	11101100
56	11101011
3	11101010
99	11101001
70	11101000
228	11100111
207	11100110
113	11100101
60	11100100
198	11100011
149	11100010
114	11100001
252	11100000
200	11011111
156	11011110
115	11011101
79	11011100
63	11011011
61	11011010
241	11011001
4	11011000
32	11010111
224	11010110
201	11010101
50	11010100
183	11010011
144	11010010
220	11010001
237	11010000
49	11001111
42	11001110
12	11001101
1	11001100
128	11001011
218	11001010
150	11001001
31	11001000
100	11000111
39	11000110
71	11000101
120	11000100
143	11000011
184	11000010
167	11000001
85	11000000
219	10111111
112	10111110
159	10111101
248	10111100
29	10111011
192	10111010
242	10111001
130	10111000
110	10110111
121	10110110
109	10110101
59	10110100
173	10110011
206	10110010
249	10110001
185	10110000
105	10101111
147	10101110
211	10101101
15	10101100
193	10101011
243	10101010
181	10101001
30	10101000
86	10100111
43	10100110
233	10100101
164	10100100
127	10100011
240	10100010
165	10100001
122	10100000
44	10011111
229	10011110
82	10011101
14	10011100
235	10011011
18	10011010
210	10011001
78	10011000
202	10010111
254	10010110
91	10010101
62	10010100
64	10010011
27	10010010
141	10010001
245	10010000
118	10001111
126	10001110
175	10001101
169	10001100
177	10001011
180	10001010
119	10001001
196	10001000
65	10000111
215	10000110
103	10000101
212	10000100
92	10000011
238	10000010
89	10000001
226	10000000
129	01111111
182	01111110
21	01111101
96	01111100
225	01111011
101	01111010
214	01111001
84	01111000
222	01110111
88	01110110
74	01110101
174	01110100
134	01110011
87	01110010
48	01110000
188	01110001
168	01101111
51	01101110
138	01101101
75	01101100
203	01101011
195	01101010
187	01101001
172	01101000
171	01100111
131	01100110
170	01100101
246	01100100
255	01100011
17	01100010
124	01100001
123	01100000
90	01011111
107	01011110
133	01011101
163	01011100
154	01011011
9	01011010
244	01011001
54	01011000
117	01010111
204	01010110
106	01010101
8	01010100
178	01010011
58	01010010
221	01010001
230	01010000
10	01001111
111	01001110
125	01001101
234	01001100
250	01001011
80	01001010
6	01001001
239	01001000
98	01000111
137	01000110
45	01000101
197	01000100
37	01000011
157	01000010
160	01000001
20	01000000
81	00111111
46	00111110
191	00111101
153	00111100
41	00111011
247	00111010
179	00111001
2	00111000
95	00110111
251	00110110
93	00110101
83	00110100
55	00110011
205	00110010
253	00110001
52	00110000
102	00101111
33	00101110
216	00101101
34	00101100
66	00101011
189	00101010
136	00101001
223	00101000
77	00100111
108	00100110
213	00100101
94	00100100
11	00100011
151	00100010
186	00100001
104	00100000
16	00011111
53	00011110
236	00011101
22	00011100
40	00011011
116	00011010
166	00011001
190	00011000
5	00010111
194	00010110
161	00010101
148	00010100
217	00010011
67	00010010
176	00001111
152	00001110
208	00001101
97	00001100
69	00001011
19	00001010
135	00001001
155	00001000
38	00000111
76	00000110
13	00000101
26	00000100
23	00000011
209	00000010
139	111111111
132	111111110
68	111110111
232	111110110
47	111101101
162	111101100
