poli.jpg
0	00010
40	100100
162	010011
20	1111111
255	1111101
69	1111001
10	1101110
128	1101011
138	1101000
1	1010100
81	1000001
254	1000000
61	0101100
248	0100100
127	0100000
63	0011100
80	0010000
252	0001110
79	11110001
241	11110000
250	11101100
191	11101011
107	11101001
143	11100111
227	11100110
31	11100101
35	11100010
215	11100011
210	11011011
159	11011001
175	11010101
117	11010011
214	11001111
91	11010010
226	11001101
15	11001011
122	11001100
99	11001000
196	11000011
207	11000100
211	11000111
120	11000101
60	11000110
105	10111111
231	11000001
115	11000000
235	10111101
160	10111100
2	10111011
173	10111010
183	10111001
123	10111000
113	10110100
163	10110110
95	10110001
240	10110011
43	10110010
223	10110101
184	10101111
94	10110000
181	10101101
71	10101110
218	10101100
233	10101011
199	10101010
140	10100111
245	10100011
195	10100010
147	10100101
158	10100110
53	10100100
30	10011110
59	10011101
36	10011111
212	10100000
146	10100001
45	10011010
242	10011001
186	10011011
109	10011100
111	10010101
249	10010111
118	10010110
177	10011000
142	10010100
246	10001010
225	10001100
50	10001101
164	10001111
222	10001011
3	10001110
238	10001001
126	10000111
244	10000101
165	01111111
185	10001000
75	10000110
253	10000100
188	01111101
234	01111110
219	01111011
7	01111100
180	01110101
201	01111000
87	01111010
187	01110111
174	01110110
4	01111001
251	01101101
247	01110010
125	01101110
236	01101111
29	01110011
124	01110001
155	01110000
213	01101100
194	01100100
25	01100101
55	01100110
70	01101011
221	01101001
145	01100011
166	01101000
103	01100111
90	01101010
119	01011101
167	01011100
189	01011011
228	01100001
72	01100000
172	01011111
232	01100010
54	01011110
198	01010101
78	01011010
131	01010100
134	01010001
121	01010111
62	01010110
200	01010010
224	01010000
220	01010011
106	01000111
169	01001011
149	01000110
157	01001010
141	01000010
154	01000100
132	01000101
17	01000011
46	00111111
73	00111110
209	00111011
237	00111101
83	00111010
205	00111100
136	00110001
133	00110100
110	00110010
57	00110110
24	00110111
192	00110101
239	00110011
182	00110000
168	00101110
85	00101101
51	00101000
171	00101111
52	00101001
39	00101100
21	00100111
44	00101011
151	00101010
88	00100100
150	00011111
135	00100110
13	00100101
137	00100010
190	00100011
203	00011110
74	00001111
65	00011000
82	00011011
86	00011001
153	00011010
217	00001101
114	00001110
14	00001100
112	00001011
206	00001001
67	00001000
130	00001010
170	111111011
38	00000101
102	00000111
116	00000100
101	00000010
47	00000001
56	00000110
139	00000000
92	111111010
12	00000011
202	111111001
161	111110000
23	111101101
28	111110001
230	111110011
26	111110010
89	111101110
108	111101111
93	111111000
66	111101001
84	111101100
208	111101011
193	111011111
49	111101000
34	111101010
179	111011110
27	111011100
77	111011011
197	111011010
11	111011101
33	111010000
58	111010101
9	111010001
48	111010100
5	111001001
19	111001000
216	111000010
8	111000011
229	111000001
156	111000000
104	110111110
97	110111101
129	110110101
42	110111100
178	110111111
37	110110100
144	110110000
22	110110001
6	110101000
148	110101001
76	110011101
41	110011100
16	110010011
243	110010010
176	110010101
64	110010100
32	101111100
100	101111101
204	110000100
152	110000101
18	101101111
98	101101110
96	011101001
68	011101000
