kb.docx
0	111
101	0100110
80	0011001
1	0000110
114	0000010
8	0000001
33	11011110
3	11011000
108	11010101
109	11010100
120	11010001
115	11001110
111	11001001
46	11000111
47	11000110
2	11000010
116	11000100
75	10111011
170	10111010
6	10110100
172	10110011
44	10110110
45	10110111
17	10110010
100	10110001
110	10101101
112	10101100
119	10101011
136	10101010
255	10101001
20	10101000
66	10100100
233	10100101
211	10100001
161	10100000
143	10011111
84	10011100
51	10011011
127	10011001
74	10011101
90	10011110
54	10011010
26	10010100
91	10010010
139	10010110
205	10010111
52	10010011
156	10011000
249	10010101
68	10001100
106	10001111
198	10001011
151	10010001
201	10010000
203	10001101
95	10000111
131	10000100
4	10000001
184	10000101
81	10001001
162	10001010
147	10000110
219	10000011
133	10001000
165	10000010
189	01111111
208	01111110
25	10000000
183	01111101
178	01111100
89	01110110
254	01111001
15	01110101
42	01111011
40	01111010
202	01110100
49	01110111
182	01110011
146	01111000
31	01101101
186	01110010
34	01101001
191	01101100
193	01110000
188	01101110
104	01101111
5	01101010
48	01100111
173	01101000
37	01101011
78	01100110
158	01100101
18	01110001
93	01100000
217	01011100
209	01011110
86	01100100
129	01100011
71	01010101
160	01011001
163	01011111
149	01010110
218	01011011
77	01011101
63	01100001
253	01011010
225	01010111
199	01100010
113	01011000
246	01010100
117	01001110
197	01010001
22	01010011
229	01001111
250	01010000
177	01010010
105	01001000
60	01000000
145	01000111
150	01001010
227	01000110
168	01001011
16	01000010
99	01000001
138	01000101
53	00111111
164	01000100
83	01000011
13	01001001
9	00111001
88	00111100
236	00110110
56	00111010
87	00111110
194	00111011
19	00110111
11	00111000
94	00110101
213	00111101
167	00100101
222	00101001
69	00101100
72	00100110
121	00100111
230	00101000
185	00110001
243	00101111
228	00100100
123	00100011
180	00100010
27	00101010
28	00110100
126	00101011
41	00101101
43	00110000
98	00101110
36	00011001
50	00011100
206	00100000
248	00011101
144	00010101
30	00010011
85	00011110
174	00010111
231	00010100
67	00011011
141	00100001
251	00010110
96	00011000
134	00011010
159	00011111
221	00001010
207	00001011
171	00001000
128	00001110
195	00010010
10	00001111
92	00000001
140	00010001
107	00010000
212	00001001
224	00000110
14	00000111
142	110111011
200	00000000
55	110110110
125	110111110
97	110111001
12	110110111
7	110110101
152	110110100
65	110110011
102	110111111
135	110111010
39	110111000
73	110101111
61	110110010
215	110101101
169	110101110
175	110101100
235	110100001
155	110100101
38	110100100
79	110100110
70	110100111
148	110011000
137	110011110
59	110010101
247	110011011
192	110100000
62	110010111
238	110011001
214	110010110
124	110011010
132	110010100
154	110011111
58	110000111
29	110010001
23	110001011
232	110001010
226	110010000
24	110000011
220	110000110
32	110000001
103	101111111
76	101111110
239	110000000
82	110000010
234	101111000
252	101111010
118	101111101
57	101110011
166	101111011
210	101111100
204	101111001
245	101101011
176	101100001
153	101101010
241	101110001
179	101110000
21	101110010
244	101011100
64	101011111
190	101100000
35	101011110
223	101011101
196	101001110
242	101001101
181	101001111
187	101001100
157	101000111
122	101000100
240	101000110
130	101000101
216	100011101
237	100011100
