doto.png
0	1
128	000010
1	0111110
53	0111010
192	0110111
3	0110001
88	0101101
176	0101100
96	0100100
170	0100010
6	0100001
13	0011110
214	0011000
85	0010100
172	0001111
26	0001100
107	0000010
221	01100001
18	01011100
134	01011101
224	01010101
22	01010010
11	01001110
133	01001100
8	01001010
238	00111011
33	00111000
146	00110111
97	00110100
44	00101100
14	00101101
16	00101010
187	00100010
194	00100001
119	00011100
7	00010100
29	00010000
36	00000001
213	00000000
193	011110011
73	011110100
240	011110010
186	011110001
112	011101111
201	011101100
171	011100001
233	011011010
59	011011001
28	011010111
211	011010011
56	011010001
48	011010000
66	011001001
116	011000001
106	010111111
132	010111110
117	010111101
4	010101000
228	010100011
24	010100000
2	010011111
58	010011011
219	010011010
12	010010110
99	010001111
55	010001101
247	010001100
222	010000010
181	010000001
111	010000000
142	001111111
131	001111101
216	001111100
167	001110010
78	001110100
174	001110011
120	001101100
90	001101101
30	001101010
140	001100110
27	001100100
248	001011110
173	001011111
160	001011101
251	001001111
118	001001100
135	001001110
15	001001101
17	001001011
79	001001001
155	001001010
46	001000111
93	001001000
115	001000110
188	000111011
110	001000000
123	001000001
114	000110111
166	000110110
125	000110101
234	000110100
57	000101111
185	000101110
86	000101101
199	000101100
235	000101011
237	000100111
183	000100100
156	000100101
51	000100110
62	000011110
104	000011111
152	000100010
182	000011100
147	000011011
236	000011010
60	000011000
54	000001111
84	000001100
151	000001110
102	000000110
67	000000101
178	0111111111
31	0111111010
179	0111111011
50	0111111100
218	0111111101
130	0111111001
158	0111111000
223	0111101110
157	0111101101
75	0111101100
76	0111101011
126	0111100001
198	0111100000
77	0111011010
71	0111011100
35	0111011101
45	0111001100
239	0111001101
215	0111001110
101	0111001011
94	0111001001
23	0111001010
121	0111000110
49	0111000100
177	0111001000
61	0111000101
83	0111000111
227	0111000000
204	0111000001
38	0110110111
159	0110110001
246	0110110110
136	0110110000
252	0110101100
220	0110101011
230	0110101101
231	0110101010
100	0110101000
39	0110101001
109	0110100101
124	0110011011
153	0110011010
189	0110011100
184	0110011111
92	0110011101
242	0110011110
190	0110010101
25	0110010110
206	0110011000
47	0110010001
122	0110010000
108	0110010100
113	0110000000
243	0110000001
207	0101111000
225	0101011111
89	0101111001
64	0101011011
203	0101011001
168	0101011010
37	0101011101
195	0101011100
139	0101011000
205	0101010011
245	0101010010
63	0101001100
175	0101001110
169	0101001101
232	0101001111
143	0101000100
87	0101000101
154	0101000011
34	0101000010
209	0100111101
163	0100101111
249	0100111100
5	0100101110
244	0100011101
91	0100011100
208	0100000110
254	0011111101
196	0011111100
150	0011101011
69	0011101010
127	0011010111
70	0011010110
103	0011001111
32	0011001110
210	0011001011
217	0011001010
72	0010101111
255	0010111000
145	0010101110
164	0010101101
105	0010101100
191	0001110101
180	0001110100
229	0001010101
68	0001000110
141	0001000111
19	0001010100
9	0000111010
149	0000111011
253	0000110011
98	0000110010
161	0000011010
81	0000011011
144	0000001111
95	0000001110
65	0000001001
202	01111111100
200	01111011111
43	01111111101
42	0000001000
10	01111011110
80	01111010100
41	01111010101
250	01110110111
52	01110011110
241	01110011111
226	01110110110
20	01101001001
165	01101001000
148	01100101110
74	01100110011
212	01100101111
137	01100110010
197	01010111100
138	01000001111
129	01000001110
82	00101110011
162	00101110010
21	010101111011
40	010101111010
